community, age, size, layers, floor, orientation, five_years, two_years, unit_price, total_price, location, area
中海万锦城(三期), 2014, 90.91, 36, 高区, 朝南, 0, 1, 90199, 820, 不夜城, 闸北
三兴大楼, 1992, 55.24, 24, 低区, 朝东, 0, 1, 64808, 358, 不夜城, 闸北
汉中小区, 1994, 40.22, 7, 高区, 朝南北, 0, 1, 72103, 290, 不夜城, 闸北
紫祥小区, 1993, 42.14, 7, 中区, 朝南, 0, 1, 65258, 275, 不夜城, 闸北
博苑公寓, 2004, 44.88, 26, 中区, 朝南, 1, 1, 75757, 340, 不夜城, 闸北
金峰大厦, 1996, 136.87, 29, 高区, 朝东北, 1, 1, 54796, 750, 不夜城, 闸北
中山家具大厦, 1999, 133.57, 24, 低区, , 0, 0, 47166, 630, 不夜城, 闸北
紫祥小区, 1991, 31.84, 6, 中区, 朝南, 0, 0, 67525, 215, 不夜城, 闸北
广隆公寓, 1997, 150.08, 25, 中区, 朝南北, 0, 0, 36647, 550, 不夜城, 闸北
紫兰苑, 2000, 118.03, 6, 低区, 朝南北, 1, 1, 63543, 750, 不夜城, 闸北
恒基不夜城, 1996, 133.32, 30, 高区, 朝北, 1, 1, 47254, 630, 不夜城, 闸北
中兴财富国际公寓, 2005, 53.52, 34, 低区, 朝南, 1, 1, 78475, 420, 不夜城, 闸北
苏家巷小区, 1989, 48.7, 6, 低区, 朝南, 1, 1, 72279, 352, 不夜城, 闸北
越秀苑, 1999, 124.63, 11, 中区, 朝南北, 1, 1, 69004, 860, 不夜城, 闸北
合兴小区, 2003, 94.26, 20, 高区, 朝东南, 0, 0, 60258, 568, 不夜城, 闸北
芷江西路285弄, 2000, 36.8, 5, 中区, 朝南, 0, 0, 66576, 245, 不夜城, 闸北
恒丰小区, 1983, 34.53, 6, 高区, 朝南北, 0, 0, 81088, 280, 不夜城, 闸北
和泰花园, 1999, 140.18, 20, 中区, 朝南北, 1, 1, 63846, 895, 不夜城, 闸北
新梅共和城, 2004, 115.74, 14, 低区, 朝南北, 1, 1, 80352, 930, 大宁, 闸北
明园森林都市, 2013, 147.9, 33, 低区, 朝南北, 0, 1, 70993, 1050, 大宁, 闸北
慧芝湖花园, 2007, 114.0, 25, 高区, 朝南, 1, 1, 85964, 980, 大宁, 闸北
谈家桥路163弄, 1991, 44.0, 6, 中区, 朝南北, 1, 1, 61363, 270, 大宁, 闸北
柳营路1025弄, 1988, 40.65, 6, 中区, 朝南, 1, 1, 65928, 268, 大宁, 闸北
慧芝湖花园, 2007, 109.45, 31, 高区, 朝南北, 1, 1, 84970, 930, 大宁, 闸北
粤秀苑, 1997, 74.15, 7, 高区, 朝南北, 1, 1, 60687, 450, 大宁, 闸北
谈家桥路80弄, 1986, 36.58, 6, 高区, 朝东南, 1, 1, 65609, 240, 大宁, 闸北
延长中路451弄, 1986, 53.9, 6, 低区, 朝南, 1, 1, 68645, 370, 大宁, 闸北
大宁路660弄, 1995, 69.5, 12, 低区, 朝南, 1, 1, 81294, 565, 大宁, 闸北
利丰苑, 1999, 81.76, 6, 低区, 朝南北, 1, 1, 63600, 520, 大宁, 闸北
慧芝湖花园, 2007, 184.83, 23, 低区, 朝南北, 1, 1, 89271, 1650, 大宁, 闸北
东方明珠大宁公寓, 1998, 109.37, 25, 低区, 朝南北, 1, 1, 64002, 700, 大宁, 闸北
世纪花苑, 1999, 139.29, 17, 中区, 朝南北, 1, 1, 50972, 710, 大宁, 闸北
广茂苑, 1998, 75.52, 6, 中区, 朝南, 1, 1, 67531, 510, 大宁, 闸北
明园森林都市, , 126.05, 34, 高区, 朝南, 1, 1, 87266, 1100, 大宁, 闸北
延铁小区, 1984, 35.98, 6, 低区, 朝南, 1, 1, 80600, 290, 大宁, 闸北
慧芝湖花园, 2007, 109.0, 32, 高区, 朝南北, 1, 1, 91743, 1000, 大宁, 闸北
新梅共和城, 2005, 118.71, 16, 低区, 朝南北, 1, 1, 69918, 830, 大宁, 闸北
延长中路451弄, 1987, 36.21, 6, 中区, 朝南北, 1, 1, 80916, 293, 大宁, 闸北
洛川中路1100弄, 1985, 41.92, 6, 中区, 朝南北, 1, 1, 64408, 270, 大宁, 闸北
慧芝湖花园, 2009, 104.9, 36, 低区, , 1, 1, 86749, 910, 大宁, 闸北
洛川中路940号, 1986, 34.33, 6, 低区, 朝南, 1, 1, 65831, 226, 大宁, 闸北
明园森林都市, 2007, 96.53, 32, 中区, 朝东南, 1, 1, 74588, 720, 大宁, 闸北
绿色丽园, 2003, 82.26, 18, 高区, 朝南, 1, 1, 98468, 810, 大宁, 闸北
粤秀苑, 1998, 90.55, 6, 低区, 朝南北, 1, 1, 70679, 640, 大宁, 闸北
宝华现代城, 2008, 101.04, 27, 中区, 朝南北, 1, 1, 92537, 935, 大宁, 闸北
新梅共和城, 2005, 119.77, 16, 低区, 朝南北, 1, 1, 73891, 885, 大宁, 闸北
新梅共和城, 2002, 96.53, 13, 中区, 朝南北, 1, 1, 84947, 820, 大宁, 闸北
宁和小区, 1991, 37.71, 6, 高区, 朝南, 0, 1, 102094, 385, 大宁, 闸北
康平小区, 1983, 27.8, 6, 中区, 朝南, 1, 1, 59352, 165, 彭浦, 闸北
兴泉小区, 1995, 41.59, 6, 高区, 朝南, 1, 1, 52897, 220, 彭浦, 闸北
场中路2401弄, 1987, 37.96, 6, 高区, 朝南, 1, 1, 52687, 200, 彭浦, 闸北
康泉小区, 1995, 32.26, 6, 中区, 朝南, 1, 1, 53316, 172, 彭浦, 闸北
三泉安居苑, 1996, 61.43, 6, 中区, 朝南, 1, 1, 56975, 350, 彭浦, 闸北
彭顺小区, 1992, 44.53, 6, 中区, 朝南, 1, 1, 52099, 232, 彭浦, 闸北
银都一村, 1995, 35.15, 6, 高区, 朝南, 1, 1, 53485, 188, 彭浦, 闸北
彭新小区, 1987, 42.65, 13, 中区, 朝南, 1, 1, 55803, 238, 彭浦, 闸北
临汾路1244弄, 1995, 69.7, 6, 低区, 朝南, 1, 1, 57101, 398, 彭浦, 闸北
康平小区, 1981, 48.68, 6, 低区, 朝南北, 1, 1, 52999, 258, 彭浦, 闸北
彭浦家园, 2001, 137.24, 18, 低区, 朝南, 1, 1, 47362, 650, 彭浦, 闸北
闻喜小区, 1985, 52.1, 6, 中区, 朝南北, 1, 1, 51823, 270, 彭浦, 闸北
三泉路332弄, 1990, 66.17, 6, 低区, 朝南, 1, 1, 51382, 340, 彭浦, 闸北
康平小区, 1986, 35.6, 6, 高区, 朝南北, 1, 1, 49157, 175, 彭浦, 闸北
平顺小区, 1985, 53.61, 6, 中区, 朝南北, 1, 1, 52229, 280, 彭浦, 闸北
闻喜小区, 1986, 45.0, 6, 中区, 朝南, 1, 1, 52222, 235, 彭浦, 闸北
平顺小区, 1986, 28.31, 6, 高区, 朝南, 1, 1, 56517, 160, 彭浦, 闸北
彭五小区, 1981, 48.02, 5, 中区, 朝南北, 1, 1, 53727, 258, 彭浦, 闸北
三泉安居苑, 1996, 46.0, 6, 中区, 朝南, 1, 1, 55434, 255, 彭浦, 闸北
康平小区, 1986, 44.4, 6, 高区, 朝南, 1, 1, 52927, 235, 彭浦, 闸北
闻喜路1223弄, 1991, 33.68, 6, 高区, , 1, 1, 48990, 165, 彭浦, 闸北
彭五小区, 1982, 56.83, 5, 中区, 朝南, 1, 1, 52085, 296, 彭浦, 闸北
彭五小区, 1978, 39.86, 5, 中区, 朝南, 1, 1, 55193, 220, 彭浦, 闸北
岭南路700弄, 1995, 50.14, 6, 高区, 朝南, 1, 1, 46868, 235, 彭浦, 闸北
新汾小区, 1991, 41.17, 6, 高区, 朝南, 0, 1, 48579, 200, 彭浦, 闸北
彭五小区, , 32.0, 5, 中区, 朝南北, 1, 1, 56250, 180, 彭浦, 闸北
彭新小区, 1985, 47.72, 6, 中区, 朝南北, 1, 1, 52808, 252, 彭浦, 闸北
彭新小区, 1984, 49.6, 6, 高区, , 1, 1, 50403, 250, 彭浦, 闸北
保德公寓, 1997, 74.79, 6, 低区, 朝南北, 1, 1, 52146, 390, 彭浦, 闸北
闻喜小区, 1985, 51.58, 6, 高区, 朝南, 1, 1, 49437, 255, 彭浦, 闸北
鸿波大厦, 1997, 87.48, 24, 中区, 朝南, 1, 1, 66300, 580, 西藏北路, 闸北
局南村, 1978, 44.49, 6, 中区, 朝南北, 1, 1, 65183, 290, 西藏北路, 闸北
海联公寓, 1991, 95.45, 26, 中区, 朝南, 1, 1, 75432, 720, 西藏北路, 闸北
绿厦小区, 1982, 44.05, 9, 中区, , 1, 1, 65834, 290, 西藏北路, 闸北
大统路159弄, 1985, 50.87, 6, 高区, 朝东南, 1, 1, 62512, 318, 西藏北路, 闸北
绿洲雅宾利花园(二期), 2010, 82.8, 29, 低区, 朝南, 1, 1, 107246, 888, 西藏北路, 闸北
奔腾新干线, , 37.15, 32, 高区, , 1, 1, 79407, 295, 西藏北路, 闸北
复元坊, 1993, 33.12, 6, 高区, , 1, 1, 74879, 248, 西藏北路, 闸北
象山小区, 1974, 72.8, 6, 高区, 朝南, 1, 1, 65934, 480, 西藏北路, 闸北
芷江中路493弄, 1992, 55.83, 7, 高区, 朝南, 1, 1, 62690, 350, 西藏北路, 闸北
精文城上城, 2004, 203.1, 28, 高区, 朝南北, 1, 1, 72870, 1480, 西藏北路, 闸北
绿厦小区, 1982, 62.08, 9, 中区, 朝南, 1, 1, 74097, 460, 西藏北路, 闸北
芷江中路413弄, 1987, 43.1, 7, 低区, , 1, 1, 64965, 280, 西藏北路, 闸北
新赵家宅路36号, 1980, 47.28, 4, 中区, 朝南, 1, 1, 76142, 360, 西藏北路, 闸北
海天大厦, 1997, 106.46, 24, 高区, 朝南, 1, 1, 68570, 730, 西藏北路, 闸北
局西村, 1975, 63.94, 7, 高区, 朝东, 1, 1, 64122, 410, 西藏北路, 闸北
青云路435弄, , 33.28, 5, 中区, 朝南北, 1, 1, 64603, 215, 西藏北路, 闸北
北市场小区, 1986, 38.0, 7, 中区, 朝南, 1, 1, 81052, 308, 西藏北路, 闸北
北市场小区, 1986, 61.77, 7, 中区, 朝南北, 1, 1, 74469, 460, 西藏北路, 闸北
复元坊, 1993, 53.47, 7, 中区, 朝南北, 1, 1, 74808, 400, 西藏北路, 闸北
大统路159弄, 1977, 50.71, 6, 高区, 朝南, 1, 1, 63103, 320, 西藏北路, 闸北
东新大楼, 1999, 97.33, 22, 低区, 朝南, 1, 1, 68837, 670, 西藏北路, 闸北
青云路604号, 2000, 55.77, 6, 高区, 朝南北, 1, 1, 69930, 390, 西藏北路, 闸北
绿洲雅宾利花园(一期), 2007, 118.97, 32, 低区, 朝南北, 1, 1, 92460, 1100, 西藏北路, 闸北
永盛苑, 2003, 106.28, 11, 中区, 朝南北, 1, 1, 75084, 798, 西藏北路, 闸北
虬江大楼, 1988, 57.0, 16, 低区, 朝南, 1, 1, 71929, 410, 西藏北路, 闸北
联富假日公寓, 2007, 93.32, 24, 中区, 朝南北, 1, 1, 80368, 750, 西藏北路, 闸北
奔腾新干线, , 51.55, 32, 中区, 朝南, 1, 1, 71774, 370, 西藏北路, 闸北
通阁小区, 1991, 29.52, 7, 高区, 朝西北, 1, 1, 64363, 190, 西藏北路, 闸北
天东小区, 1999, 105.43, 22, 低区, 朝南, 1, 1, 66205, 698, 西藏北路, 闸北
玉峰花园, 1995, 105.23, 6, 高区, 朝南北, 1, 1, 49415, 520, 阳城, 闸北
阳城世家苑, 2007, 96.82, 14, 高区, 朝南, 1, 1, 70233, 680, 阳城, 闸北
阳城花园, 2001, 108.87, 6, 中区, 朝南北, 1, 1, 65215, 710, 阳城, 闸北
龙盛佳苑, 2011, 49.32, 15, 低区, 朝南, 1, 1, 57785, 285, 阳城, 闸北
龙潭小区, 1993, 35.52, 6, 低区, 朝南, 1, 1, 56306, 200, 阳城, 闸北
景峰苑, 1995, 52.21, 6, 高区, 朝南, 1, 1, 55544, 290, 阳城, 闸北
阳城贵都, 2010, 171.81, 11, 高区, 朝南, 1, 1, 66352, 1140, 阳城, 闸北
阳城贵都, 2010, 81.83, 11, 中区, 朝南, 1, 1, 74544, 610, 阳城, 闸北
龙潭小区, 1994, 52.45, 6, 高区, 朝南北, 1, 1, 61010, 320, 阳城, 闸北
龙潭小区, 1995, 40.72, 6, 中区, 朝南, 1, 1, 61886, 252, 阳城, 闸北
龙潭小区, 1994, 41.01, 6, 高区, 朝南, 1, 1, 58522, 240, 阳城, 闸北
景峰苑, 1994, 52.43, 6, 高区, 朝南, 1, 1, 56265, 295, 阳城, 闸北
北海新苑, 1994, 44.93, 6, 高区, , 1, 1, 53416, 240, 阳城, 闸北
阳城贵都, 2010, 110.3, 11, 中区, 朝南北, 1, 1, 72529, 800, 阳城, 闸北
龙盛佳苑, 2011, 60.93, 15, 高区, 朝南, 0, 1, 73855, 450, 阳城, 闸北
龙盛佳苑, 2011, 46.14, 15, 高区, 朝南, 0, 1, 73688, 340, 阳城, 闸北
龙盛佳苑, 2011, 72.96, 15, 高区, 朝南, 0, 1, 71271, 520, 阳城, 闸北
龙盛佳苑, 2011, 60.15, 15, 高区, 朝南, 0, 1, 72319, 435, 阳城, 闸北
阳城世家苑, 2007, 111.47, 14, 中区, 朝南北, 0, 1, 75356, 840, 阳城, 闸北
龙盛佳苑, 2011, 47.92, 15, 高区, 朝南北, 0, 1, 68864, 330, 阳城, 闸北
龙潭小区, 1994, 56.36, 6, 低区, 朝南北, 0, 1, 55890, 315, 阳城, 闸北
景峰苑, 1994, 50.8, 6, 高区, , 1, 1, 59055, 300, 阳城, 闸北
阳城贵都, 2009, 60.62, 10, 高区, 朝南, 1, 1, 69284, 420, 阳城, 闸北
景峰苑, 1995, 75.77, 6, 高区, 朝东西, 1, 1, 57542, 436, 阳城, 闸北
远龙公寓, 1998, 115.32, 13, 中区, 朝西, 1, 1, 52029, 600, 阳城, 闸北
龙盛佳苑, 2011, 44.36, 15, 低区, 朝南, 0, 0, 67403, 299, 阳城, 闸北
龙潭小区, 1995, 41.36, 6, 高区, 朝南, 1, 1, 60444, 250, 阳城, 闸北
龙潭小区, 1993, 41.36, 6, 中区, 朝南, 1, 1, 61653, 255, 阳城, 闸北
阳城花园, 2001, 123.54, 11, 中区, 朝南北, 1, 1, 67994, 840, 阳城, 闸北
阳城贵都, 2009, 124.73, 11, 低区, 朝南北, 1, 1, 60129, 750, 阳城, 闸北
永和二村, 1995, 49.42, 6, 低区, 朝南北, 1, 1, 58680, 290, 永和, 闸北
幸福新苑, 1994, 36.54, 6, 高区, 朝南北, 1, 1, 56376, 206, 永和, 闸北
幸福新苑, 1996, 42.0, 6, 低区, , 1, 1, 50000, 210, 永和, 闸北
永和二村, 1995, 54.88, 6, 中区, 朝南北, 1, 1, 52842, 290, 永和, 闸北
幸福第一公寓, 1994, 41.3, 6, 低区, 朝南, 1, 1, 54479, 225, 永和, 闸北
闸北场中公寓, 1998, 36.18, 6, 低区, 朝南, 0, 1, 52515, 190, 永和, 闸北
永和一村, 1995, 73.15, 6, 高区, , 1, 1, 56049, 410, 永和, 闸北
幸福第一公寓, 1995, 83.41, 6, 高区, , 1, 1, 49754, 415, 永和, 闸北
永泉公寓, 2002, 92.92, 4, 低区, 朝南北, 1, 1, 54885, 510, 永和, 闸北
幸福新苑, 1996, 61.0, 6, 高区, 朝南, 1, 1, 57377, 350, 永和, 闸北
永和二村, 1995, 61.07, 6, 高区, 朝南, 1, 1, 55673, 340, 永和, 闸北
永和三村, 1996, 38.9, 6, 高区, , 1, 1, 51413, 200, 永和, 闸北
永和家园, 2007, 92.0, 8, 中区, 朝南, 1, 1, 65217, 600, 永和, 闸北
永和二村, 1995, 50.23, 6, 低区, , 1, 1, 58729, 295, 永和, 闸北
永和二村, 1995, 57.0, 6, 中区, 朝东南, 1, 1, 53508, 305, 永和, 闸北
盛世家园, 2002, 90.11, 6, 低区, , 1, 1, 61036, 550, 永和, 闸北
永和二村, 1995, 60.98, 6, 低区, , 1, 1, 55755, 340, 永和, 闸北
幸福第一公寓, 1994, 82.4, 6, 中区, 朝南, 1, 1, 49757, 410, 永和, 闸北
永泉公寓, 2002, 99.29, 6, 低区, 朝南北, 1, 1, 54889, 545, 永和, 闸北
永和二村, 1995, 55.61, 6, 低区, 朝南北, 1, 1, 53947, 300, 永和, 闸北
永和二村, 1995, 31.43, 6, 高区, 朝南, 1, 1, 63633, 200, 永和, 闸北
永和二村, 1995, 54.97, 6, 高区, 朝南北, 0, 1, 57303, 315, 永和, 闸北
翔前小区, 1994, 45.53, 6, 低区, , 1, 1, 47880, 218, 永和, 闸北
中星馨恒苑, 2014, 149.03, 18, 低区, 朝南北, 0, 0, 61397, 915, 永和, 闸北
幸福第一公寓, 1995, 84.71, 6, 高区, 朝南北, 1, 1, 50761, 430, 永和, 闸北
幸福新苑, 1996, 34.39, 3, 低区, 朝南, 1, 1, 50014, 172, 永和, 闸北
幸福新苑, 1996, 48.6, 6, 中区, 朝南, 1, 1, 53497, 260, 永和, 闸北
永和家园, 2007, 93.64, 8, 中区, , 1, 1, 63007, 590, 永和, 闸北
永和二村, 1995, 50.34, 6, 中区, , 1, 1, 58601, 295, 永和, 闸北
永和二村, 1995, 52.47, 6, 高区, , 1, 1, 52410, 275, 永和, 闸北
唐家沙小区, 1982, 29.22, 6, 高区, 朝南, 1, 1, 67761, 198, 闸北公园, 闸北
上大东村, 1987, 66.7, 6, 中区, 朝南, 1, 1, 63718, 425, 闸北公园, 闸北
平型关路230弄, 1987, 58.44, 6, 高区, 朝南北, 1, 1, 56468, 330, 闸北公园, 闸北
上大东村, 1993, 44.15, 6, 高区, 朝南, 1, 1, 61155, 270, 闸北公园, 闸北
宁馨小区, 1992, 36.89, 6, 中区, 朝南, 1, 1, 69937, 258, 闸北公园, 闸北
洛东大楼, 1986, 39.51, 20, 低区, 朝南, 1, 1, 69096, 273, 闸北公园, 闸北
乐业公寓, 1999, 107.02, 6, 高区, 朝南, 1, 1, 62418, 668, 闸北公园, 闸北
宁馨小区, 1992, 36.89, 6, 高区, 朝南, 1, 1, 71564, 264, 闸北公园, 闸北
嘉利明珠城, 2005, 89.28, 36, 中区, 朝南, 1, 1, 78405, 700, 闸北公园, 闸北
锦灏佳园, 2002, 101.97, 18, 高区, 朝南, 1, 1, 71099, 725, 闸北公园, 闸北
上工新村, 1956, 71.56, 5, 中区, 朝南北, 1, 1, 69871, 500, 闸北公园, 闸北
北宝兴路10弄, 1987, 36.52, 6, 高区, , 1, 1, 56133, 205, 闸北公园, 闸北
洛东大楼, 1986, 79.4, 20, 高区, 朝南, 1, 1, 78085, 620, 闸北公园, 闸北
峥宸苑, 2005, 136.83, 11, 中区, 朝南北, 1, 1, 65044, 890, 闸北公园, 闸北
洛川东路400弄, 1981, 54.75, 7, 中区, 朝南, 1, 1, 69041, 378, 闸北公园, 闸北
乐业公寓, 1999, 94.0, 20, 低区, 朝东南, 1, 1, 65957, 620, 闸北公园, 闸北
和玉苑, 2004, 97.22, 17, 低区, 朝南北, 1, 1, 69944, 680, 闸北公园, 闸北
大宁新村, 1986, 49.1, 6, 中区, 朝南, 1, 1, 73319, 360, 闸北公园, 闸北
大宁新村, 1984, 36.34, 6, 低区, 朝南, 1, 1, 64667, 235, 闸北公园, 闸北
上大东村, 1987, 33.79, 6, 中区, 朝南, 1, 1, 73394, 248, 闸北公园, 闸北
洛川东路430号, 1981, 59.2, 6, 高区, 朝南, 1, 1, 59966, 355, 闸北公园, 闸北
唐家沙小区, 1981, 30.95, 6, 高区, 朝南, 0, 1, 66235, 205, 闸北公园, 闸北
大宁新村, 1984, 39.27, 1, 低区, 朝南, 0, 1, 66208, 260, 闸北公园, 闸北
嘉利明珠城, 2005, 91.69, 30, 低区, 朝南, 1, 1, 78525, 720, 闸北公园, 闸北
鑫安公寓, 2001, 121.59, 13, 低区, , 1, 1, 64150, 780, 闸北公园, 闸北
共和新路2203弄, 2008, 45.82, 6, 中区, 朝南北, 1, 1, 74203, 340, 闸北公园, 闸北
柳营路319弄, 1989, 33.52, 3, 低区, 朝南, 1, 1, 70107, 235, 闸北公园, 闸北
大宁新村, 1984, 48.0, 6, 高区, 朝南北, 1, 1, 72916, 350, 闸北公园, 闸北
旭阳苑, 2000, 86.27, 6, 高区, 朝南北, 0, 0, 62014, 535, 闸北公园, 闸北
柳营路309弄, 1974, 31.87, 5, 中区, 朝南, 0, 0, 65892, 210, 闸北公园, 闸北
鸿旭豪苑, , 117.63, 33, 中区, 朝南, 1, 1, 88412, 1040, 北外滩, 虹口
云舫小区, 1989, 75.41, 18, 高区, 朝东南, 1, 1, 63652, 480, 北外滩, 虹口
荣胜公寓, 2000, 139.42, 19, 中区, , 1, 1, 62401, 870, 北外滩, 虹口
大众公寓, 1995, 101.0, 24, 中区, 朝南, 1, 1, 72277, 730, 北外滩, 虹口
耀江国际广场(公寓), 2006, 180.27, 32, 中区, 朝南, 1, 1, 82099, 1480, 北外滩, 虹口
久耕小区, 1990, 67.68, 25, 高区, 朝东南, 1, 1, 76832, 520, 北外滩, 虹口
东泰大厦, 1999, 143.69, 32, 中区, 朝西南, 1, 1, 57067, 820, 北外滩, 虹口
白金府邸, 2005, 170.84, 20, 低区, 朝南北, 1, 1, 81948, 1400, 北外滩, 虹口
久耕小区, 1991, 84.1, 22, 低区, 朝西, 0, 1, 66587, 560, 北外滩, 虹口
九联小区, 1994, 49.92, 15, 中区, 朝东南, 0, 1, 73116, 365, 北外滩, 虹口
大众公寓, 1997, 101.26, 24, 中区, 朝南北, 1, 1, 74066, 750, 北外滩, 虹口
唐山新苑, 1996, 110.37, 18, 高区, 朝东北, 1, 1, 60704, 670, 北外滩, 虹口
安康大楼, 1995, 108.37, 32, 中区, , 0, 0, 64593, 700, 北外滩, 虹口
昆山小区, 1980, 50.63, 5, 中区, 朝南, 0, 0, 92435, 468, 北外滩, 虹口
旅顺路79号, 1990, 42.24, 10, 中区, 朝南, 0, 0, 97064, 410, 北外滩, 虹口
家化公寓, 1997, 89.42, 22, 低区, 朝西南, 0, 0, 67099, 600, 北外滩, 虹口
安国大楼, 1990, 35.28, 12, 低区, 朝东, 1, 1, 73696, 260, 北外滩, 虹口
恒升半岛, 2001, 54.58, 26, 高区, 朝西, 1, 1, 69989, 382, 北外滩, 虹口
云舫小区, 1989, 75.1, 18, 中区, 朝东南, 1, 1, 65246, 490, 北外滩, 虹口
安国大楼, 1990, 47.36, 12, 高区, 朝南, 1, 1, 69679, 330, 北外滩, 虹口
新外滩花苑, , 118.78, 32, 低区, 朝东南, 1, 1, 84189, 1000, 北外滩, 虹口
名江七星城, 2003, 231.74, 30, 高区, 朝南北, 1, 1, 101406, 2350, 北外滩, 虹口
家化公寓, 1997, 150.43, 22, 高区, 朝南, 0, 0, 55175, 830, 北外滩, 虹口
阳光前景, 2003, 141.0, 32, 高区, 朝南北, 1, 1, 92198, 1300, 北外滩, 虹口
安国大楼, 1990, 75.21, 12, 低区, 朝南, 1, 1, 68873, 518, 北外滩, 虹口
公平大楼, 1992, 72.0, 18, 低区, 朝东北, 1, 1, 63888, 460, 北外滩, 虹口
久耕小区, , 70.8, 22, 高区, 朝南, 1, 1, 79802, 565, 北外滩, 虹口
新外滩花苑, , 171.48, 33, 低区, 朝南, 1, 1, 81642, 1400, 北外滩, 虹口
大众公寓, 1997, 118.69, 24, 中区, 朝东北, 1, 1, 58977, 700, 北外滩, 虹口
白金湾广场(公寓), , 305.14, 35, 中区, 朝南北, 1, 1, 163859, 5000, 北外滩, 虹口
丰镇路16弄, 1987, 61.17, 6, 中区, 朝南北, 1, 1, 53948, 330, 江湾镇, 虹口
新市家园, 1995, 58.48, 6, 低区, 朝南北, 1, 1, 56087, 328, 江湾镇, 虹口
久久公寓, 2001, 157.23, 8, 低区, 朝南, 1, 1, 63601, 1000, 江湾镇, 虹口
新海城, 2004, 120.73, 28, 低区, , 1, 1, 56324, 680, 江湾镇, 虹口
龙腾小区, 2001, 79.0, 5, 高区, 朝南北, 1, 1, 59493, 470, 江湾镇, 虹口
吴家湾路200弄, 1993, 40.24, 6, 中区, 朝西南, 1, 1, 58399, 235, 江湾镇, 虹口
新市公寓, 1998, 102.17, 14, 高区, , 1, 1, 58725, 600, 江湾镇, 虹口
新市南路1130弄, 1981, 39.98, 5, 中区, 朝南, 1, 1, 55527, 222, 江湾镇, 虹口
民华小区, 1989, 54.09, 6, 高区, 朝西北, 1, 1, 56387, 305, 江湾镇, 虹口
逸仙小区, 1988, 37.17, 6, 中区, 朝南, 1, 1, 60801, 226, 江湾镇, 虹口
民华小区, 1989, 64.29, 6, 中区, , 1, 1, 54285, 349, 江湾镇, 虹口
欣逸家园, 2006, 42.74, 17, 中区, 朝南, 1, 1, 85400, 365, 江湾镇, 虹口
仁德小区, 1990, 41.33, 6, 高区, 朝南, 1, 1, 55165, 228, 江湾镇, 虹口
丰二小区, 1992, 60.76, 18, 高区, 朝南, 1, 1, 67478, 410, 江湾镇, 虹口
文致公寓, 2000, 96.43, 6, 中区, 朝南, 1, 1, 64295, 620, 江湾镇, 虹口
逸仙小区, 1993, 91.25, 18, 中区, 朝西南, 0, 1, 48876, 446, 江湾镇, 虹口
逸仙小区, 1993, 58.64, 18, 低区, 朝南, 1, 1, 63096, 370, 江湾镇, 虹口
逸仙小区, 1988, 38.87, 6, 高区, 朝南, 1, 1, 61744, 240, 江湾镇, 虹口
韶嘉路51弄, 1989, 32.74, 5, 中区, 朝南, 1, 1, 61087, 200, 江湾镇, 虹口
场中路10弄, 1986, 32.76, 6, 高区, 朝南, 1, 1, 65628, 215, 江湾镇, 虹口
新市南路1148弄, 1995, 50.58, 7, 高区, 朝南, 1, 1, 67220, 340, 江湾镇, 虹口
新市家园, 1995, 35.01, 6, 中区, 朝南, 1, 1, 61411, 215, 江湾镇, 虹口
欣逸家园, 2006, 99.17, 15, 中区, 朝南, 1, 1, 78652, 780, 江湾镇, 虹口
纪念小区, 1994, 61.14, 6, 高区, 朝南北, 1, 1, 62152, 380, 江湾镇, 虹口
丰镇路16弄, 1987, 36.7, 6, 低区, , 1, 1, 59673, 219, 江湾镇, 虹口
纪念小区, 1994, 63.0, 6, 低区, 朝西南, 0, 0, 57936, 365, 江湾镇, 虹口
三兴苑, 2004, 70.23, 6, 低区, , 1, 1, 56243, 395, 江湾镇, 虹口
海尚逸苑, 2008, 81.06, 14, 高区, 朝南北, 1, 1, 61682, 500, 江湾镇, 虹口
新三小区, 1982, 51.84, 6, 低区, 朝南, 1, 1, 59799, 310, 江湾镇, 虹口
三兴苑, 2004, 50.17, 6, 中区, 朝南, 1, 1, 65776, 330, 江湾镇, 虹口
万峰梦湖苑, 2003, 106.07, 6, 低区, , 1, 1, 67691, 718, 凉城, 虹口
花园城, 2002, 94.98, 6, 中区, 朝南, 1, 1, 81069, 770, 凉城, 虹口
