community, age, size, layers, floor, orientation, five_years, two_years, unit_price, total_price, location, area
中复小区, 1989, 40.79, 6, 低区, 朝南, 1, 1, 78450, 320, 豫园, 黄浦
东业大厦, 2001, 157.9, 28, 高区, 朝南北, 1, 1, 72830, 1150, 豫园, 黄浦
复地雅园, 2006, 102.88, 19, 高区, 朝南北, 1, 1, 111780, 1150, 豫园, 黄浦
士林华苑, 2007, 130.62, 23, 高区, , 1, 1, 103353, 1350, 豫园, 黄浦
新地苑, 1999, 191.36, 28, 中区, 朝南北, 1, 1, 67412, 1290, 豫园, 黄浦
复地雅园, 2007, 120.55, 21, 中区, , 1, 1, 99543, 1200, 豫园, 黄浦
太阳都市花园, 1999, 113.54, 24, 低区, 朝南, 1, 1, 96882, 1100, 豫园, 黄浦
太阳都市花园, 1999, 95.4, 33, 低区, 朝东, 1, 1, 92243, 880, 豫园, 黄浦
太阳都市花园, 1999, 225.0, 33, 高区, 朝南, 1, 1, 80000, 1800, 豫园, 黄浦
东淮海公寓, 2003, 118.69, 28, 低区, , 1, 1, 88465, 1050, 豫园, 黄浦
士林华苑, 2007, 142.04, 26, 低区, 朝南北, 1, 1, 99971, 1420, 豫园, 黄浦
士林华苑, 2007, 143.24, 25, 低区, 朝南北, 1, 1, 97738, 1400, 豫园, 黄浦
士林华苑, 2007, 87.07, 23, 低区, 朝南, 1, 1, 110256, 960, 豫园, 黄浦
学院路5号, 1974, 44.3, 5, 高区, 朝南, 1, 1, 112866, 500, 豫园, 黄浦
太阳都市花园, 1999, 277.43, 33, 高区, 朝南北, 1, 1, 75334, 2090, 豫园, 黄浦
东淮海公寓, , 117.12, 33, 高区, 朝南, 1, 1, 102288, 1198, 豫园, 黄浦
东淮海公寓, , 92.65, 33, 高区, 朝南北, 1, 1, 140313, 1300, 豫园, 黄浦
佳日公寓, 2002, 104.93, 23, 中区, 朝南, 1, 1, 84818, 890, 豫园, 黄浦
中海万锦城(一期), 2010, 90.07, 28, 高区, 朝南, 1, 1, 94926, 855, 不夜城, 静安
越秀苑, 2000, 124.55, 27, 低区, 朝南北, 1, 1, 64231, 800, 不夜城, 静安
安源小区, 1997, 93.89, 21, 中区, 朝南北, 1, 1, 73490, 690, 不夜城, 静安
苏家巷小区, 1986, 34.37, 6, 中区, 朝南, 1, 1, 71283, 245, 不夜城, 静安
协诚中心大厦, , 134.93, 26, 低区, 朝西北, 1, 1, 48914, 660, 不夜城, 静安
汉中小区, 1997, 42.44, 22, 中区, 朝东南, 1, 1, 79641, 338, 不夜城, 静安
沪太家具大厦, 1999, 68.59, 28, 低区, 朝西北, 1, 1, 59775, 410, 不夜城, 静安
协诚中心大厦, , 111.39, 26, 中区, 朝东, 1, 1, 61046, 680, 不夜城, 静安
合兴小区, 1993, 53.79, 20, 中区, 朝西北, 1, 1, 70645, 380, 不夜城, 静安
中兴财富国际公寓, 2005, 79.72, 34, 中区, 朝南, 1, 1, 76517, 610, 不夜城, 静安
天道俪晶国际公寓, , 52.96, 31, 高区, 朝西南, 1, 1, 70808, 375, 不夜城, 静安
天道俪晶国际公寓, , 45.62, 31, 中区, 朝北, 1, 1, 59184, 270, 不夜城, 静安
中海万锦城(三期), 2014, 90.91, 36, 高区, 朝南, 0, 1, 90199, 820, 不夜城, 静安
三兴大楼, 1992, 55.24, 24, 低区, 朝东, 0, 1, 64808, 358, 不夜城, 静安
汉中小区, 1994, 40.22, 7, 高区, 朝南北, 0, 1, 72103, 290, 不夜城, 静安
紫祥小区, 1993, 42.14, 7, 中区, 朝南, 0, 1, 65258, 275, 不夜城, 静安
博苑公寓, 2004, 44.88, 26, 中区, 朝南, 1, 1, 75757, 340, 不夜城, 静安
金峰大厦, 1996, 136.87, 29, 高区, 朝东北, 1, 1, 54796, 750, 不夜城, 静安
中山家具大厦, 1999, 133.57, 24, 低区, , 0, 0, 47166, 630, 不夜城, 静安
紫祥小区, 1991, 31.84, 6, 中区, 朝南, 0, 0, 67525, 215, 不夜城, 静安
广隆公寓, 1997, 150.08, 25, 中区, 朝南北, 0, 0, 36647, 550, 不夜城, 静安
紫兰苑, 2000, 118.03, 6, 低区, 朝南北, 1, 1, 63543, 750, 不夜城, 静安
恒基不夜城, 1996, 133.32, 30, 高区, 朝北, 1, 1, 47254, 630, 不夜城, 静安
中兴财富国际公寓, 2005, 53.52, 34, 低区, 朝南, 1, 1, 78475, 420, 不夜城, 静安
苏家巷小区, 1989, 48.7, 6, 低区, 朝南, 1, 1, 72279, 352, 不夜城, 静安
越秀苑, 1999, 124.63, 11, 中区, 朝南北, 1, 1, 69004, 860, 不夜城, 静安
合兴小区, 2003, 94.26, 20, 高区, 朝东南, 0, 0, 60258, 568, 不夜城, 静安
芷江西路285弄, 2000, 36.8, 5, 中区, 朝南, 0, 0, 66576, 245, 不夜城, 静安
恒丰小区, 1983, 34.53, 6, 高区, 朝南北, 0, 0, 81088, 280, 不夜城, 静安
和泰花园, 1999, 140.18, 20, 中区, 朝南北, 1, 1, 63846, 895, 不夜城, 静安
胶州路424弄, 1983, 45.83, 6, 低区, 朝南, 1, 1, 92952, 426, 曹家渡, 静安
静鼎安邦府邸(别墅), 2006, 343.0, 地上10层, 地上10层, , 1, 1, 134110, 4600, 曹家渡, 静安
静安风华苑, 2005, 122.77, 32, 低区, 朝西南, 1, 1, 77380, 950, 曹家渡, 静安
四和花园, 1994, 57.72, 25, 中区, 朝南, 1, 1, 107415, 620, 曹家渡, 静安
达安花园, 2004, 87.11, 29, 高区, 朝南北, 1, 1, 88393, 770, 曹家渡, 静安
高荣小区, 1991, 60.08, 24, 低区, 朝东, 1, 1, 76564, 460, 曹家渡, 静安
高荣小区, 1990, 89.04, 24, 低区, 朝南北, 1, 1, 68508, 610, 曹家渡, 静安
延平路237弄, 1995, 36.38, 7, 高区, 朝南北, 1, 1, 115448, 420, 曹家渡, 静安
达安花园, 2003, 134.6, 28, 高区, , 1, 1, 89153, 1200, 曹家渡, 静安
万春小区, 1984, 35.0, 5, 中区, 朝南, 1, 1, 127142, 445, 曹家渡, 静安
瀚林世家, 2006, 65.15, 29, 高区, 朝西南, 1, 1, 119723, 780, 曹家渡, 静安
万春小区, 1982, 33.6, 6, 中区, 朝南, 1, 1, 134523, 452, 曹家渡, 静安
延平路481弄, 1979, 58.0, 6, 中区, 朝南, 1, 1, 80172, 465, 曹家渡, 静安
四和花园, 1990, 33.05, 6, 中区, 朝南, 1, 1, 151285, 500, 曹家渡, 静安
静安阳光名都, 2004, 144.56, 29, 中区, 朝南北, 1, 1, 95462, 1380, 曹家渡, 静安
延平路237弄, 1995, 44.19, 7, 低区, 朝南, 1, 1, 104095, 460, 曹家渡, 静安
君悦静安, 2004, 44.9, 22, 低区, 朝西南, 1, 1, 111358, 500, 曹家渡, 静安
三鑫花苑, 2000, 150.54, 18, 低区, 朝南北, 1, 1, 89677, 1350, 曹家渡, 静安
汇众康定小区, 1992, 61.11, 6, 中区, 朝南北, 1, 1, 96547, 590, 曹家渡, 静安
四和花园, 1990, 32.72, 6, 高区, 朝南, 0, 1, 145171, 475, 曹家渡, 静安
四和花园, 1995, 74.14, 31, 中区, 朝东, 0, 1, 91988, 682, 曹家渡, 静安
四和花园, 1995, 81.06, 24, 低区, 朝南, 0, 1, 87589, 710, 曹家渡, 静安
金家巷西弄, 1977, 48.51, 6, 中区, 朝南, 0, 1, 119562, 580, 曹家渡, 静安
蓝朝部落, 2002, 45.0, 32, 高区, 朝南, 1, 1, 95555, 430, 曹家渡, 静安
姚西小区, 1980, 29.41, 6, 低区, 朝北, 1, 1, 90105, 265, 曹家渡, 静安
万春小区, 1994, 52.61, 7, 中区, 朝南, 1, 1, 98840, 520, 曹家渡, 静安
万春小区, 1994, 48.27, 6, 中区, 朝南, 1, 1, 109799, 530, 曹家渡, 静安
南长苑, 1996, 53.4, 6, 低区, 朝南, 1, 1, 93632, 500, 曹家渡, 静安
新都城公寓, 2002, 128.0, 23, 中区, , 1, 1, 78125, 1000, 曹家渡, 静安
延平路435弄, 1990, 56.51, 6, 高区, 朝南北, 1, 1, 76977, 435, 曹家渡, 静安
康平大楼, 1989, 69.14, 20, 高区, 朝南, 1, 1, 125831, 870, 衡山路, 静安
吴兴路30弄, 1983, 67.99, 6, 中区, 朝东南, 1, 1, 126489, 860, 衡山路, 静安
东方巴黎, 2000, 158.55, 37, 中区, 朝南北, 1, 1, 105960, 1680, 衡山路, 静安
长乐路683号, 1977, 34.77, 6, 中区, 朝南北, 1, 1, 113603, 395, 衡山路, 静安
自由公寓, , 21.8, 1, 低区, , 1, 1, 100917, 220, 衡山路, 静安
公安大楼(徐汇), , 100.48, 32, 中区, 朝南, 1, 1, 98527, 990, 衡山路, 静安
淮海中路1761号, 1980, 83.95, 5, 低区, 朝南, 1, 1, 113162, 950, 衡山路, 静安
武康路280弄(公房), 1981, 35.27, 6, 中区, 朝南, 1, 1, 114828, 405, 衡山路, 静安
中南新村, 1974, 49.0, 5, 中区, 朝南北, 0, 1, 122448, 600, 衡山路, 静安
公安大楼(徐汇), , 46.8, 28, 中区, 朝南, 0, 1, 129273, 605, 衡山路, 静安
欧江大厦, 1995, 221.96, 31, 中区, 朝东北, 1, 1, 66228, 1470, 衡山路, 静安
华强公寓, 1992, 55.02, 25, 中区, 朝南, 1, 1, 116321, 640, 衡山路, 静安
紫谷公寓, 1996, 149.26, 6, 高区, 朝南, 1, 1, 97145, 1450, 衡山路, 静安
五原路210弄, 1989, 43.26, 6, 高区, , 0, 0, 98243, 425, 衡山路, 静安
东湖路洋房, , 112.0, 3, 中区, 朝南北, 0, 0, 142857, 1600, 衡山路, 静安
康平大楼, 1989, 83.32, 20, 中区, 朝南, 1, 1, 114978, 958, 衡山路, 静安
景福苑, 2002, 204.55, 7, 高区, 朝南北, 1, 1, 126130, 2580, 衡山路, 静安
淮海中路1753号, 1980, 83.5, 5, 低区, 朝南, 1, 1, 114970, 960, 衡山路, 静安
湖南路4弄, 1978, 38.0, 6, 低区, 朝南, 1, 1, 117105, 445, 衡山路, 静安
衡山路58弄, 1991, 62.3, 14, 中区, 朝南北, 1, 1, 105939, 660, 衡山路, 静安
兴国路271弄, 1988, 34.3, 6, 低区, 朝南, 0, 1, 145772, 500, 衡山路, 静安
百安小区, 1995, 38.04, 5, 中区, 朝南, 1, 1, 117770, 448, 衡山路, 静安
五原路210弄, 1989, 31.46, 6, 高区, 朝南, 0, 0, 125556, 395, 衡山路, 静安
兴国路271弄, 1988, 36.61, 6, 中区, 朝南, 1, 1, 108713, 398, 衡山路, 静安
华强公寓, 1992, 65.9, 25, 中区, 朝西, 1, 1, 103186, 680, 衡山路, 静安
永福第六小区, 1988, 36.86, 6, 中区, 朝南, 1, 1, 109875, 405, 衡山路, 静安
亦园, 1999, 253.9, 31, 高区, 朝东西, 1, 1, 100433, 2550, 衡山路, 静安
音苑小区, 1982, 69.43, 5, 高区, 朝南, 1, 1, 95059, 660, 衡山路, 静安
音苑小区, 1976, 67.0, 5, 高区, 朝南, 1, 1, 108955, 730, 衡山路, 静安
公安大楼(徐汇), , 99.56, 32, 高区, 朝南北, 1, 1, 98433, 980, 衡山路, 静安
愚园路488弄, 1983, 48.35, 6, 中区, 朝北, 1, 1, 98241, 475, 静安寺, 静安
爱俪轩, 1998, 50.19, 38, 低区, 朝南, 1, 1, 78700, 395, 静安寺, 静安
京州大楼, 1993, 71.4, 24, 高区, 朝西, 1, 1, 92436, 660, 静安寺, 静安
百乐门小区, 1978, 47.54, 11, 低区, 朝西北, 1, 1, 85191, 405, 静安寺, 静安
延安西路376弄, 1986, 57.46, 6, 高区, 朝南北, 1, 1, 87017, 500, 静安寺, 静安
新闸大厦, 2001, 117.0, 26, 中区, 朝南, 1, 1, 76923, 900, 静安寺, 静安
爱俪轩, 1998, 81.04, 38, 低区, 朝南, 1, 1, 81194, 658, 静安寺, 静安
愚园坊, 1997, 248.41, 1, 低区, 朝南北, 0, 1, 112716, 2800, 静安寺, 静安
申乐大厦, 1997, 114.5, 32, 中区, 朝南, 0, 1, 68122, 780, 静安寺, 静安
模范村, , 66.81, 4, 中区, 朝南, 1, 1, 95794, 640, 静安寺, 静安
四方新城, 1998, 109.01, 21, 高区, 朝东南, 1, 1, 105494, 1150, 静安寺, 静安
四方新城, 1998, 109.01, 21, 低区, 朝东南, 1, 1, 108246, 1180, 静安寺, 静安
乌鲁木齐北路100弄, 1988, 71.87, 5, 中区, 朝南, 1, 1, 83484, 600, 静安寺, 静安
南京西路公馆, 2002, 53.71, 30, 中区, 朝南, 0, 0, 96816, 520, 静安寺, 静安
金柏苑, 1997, 117.49, 32, 高区, 朝北, 1, 1, 72346, 850, 静安寺, 静安
南京西路公馆, 2002, 63.68, 30, 中区, , 1, 1, 84484, 538, 静安寺, 静安
申乐大厦, 1997, 165.09, 32, 高区, 朝西南, 1, 1, 76322, 1260, 静安寺, 静安
金柏苑, 1997, 117.49, 32, 高区, 朝东北, 1, 1, 73197, 860, 静安寺, 静安
巨鹿路739弄, 1987, 60.11, 5, 中区, 朝南北, 0, 1, 113957, 685, 静安寺, 静安
申田大楼, , 49.09, 32, 高区, 朝南, 0, 1, 95742, 470, 静安寺, 静安
金柏苑, 1997, 139.51, 32, 中区, 朝南, 1, 1, 98917, 1380, 静安寺, 静安
枕流公寓, , 49.54, 64, 低区, , 1, 1, 104965, 520, 静安寺, 静安
富民路22弄, 1984, 46.69, 6, 高区, 朝南, 1, 1, 107089, 500, 静安寺, 静安
百乐小区, 1978, 31.76, 15, 高区, 朝东北, 1, 1, 102644, 326, 静安寺, 静安
京安大楼, 1994, 98.83, 28, 低区, 朝南北, 1, 1, 90053, 890, 静安寺, 静安
广电大楼, 1989, 74.06, 13, 高区, 朝南, 1, 1, 90467, 670, 静安寺, 静安
南京西路公馆, 1997, 108.6, 30, 高区, 朝南, 1, 1, 90239, 980, 静安寺, 静安
富民公寓, 2001, 102.98, 6, 高区, 朝南北, 1, 1, 97106, 1000, 静安寺, 静安
巨鹿路845弄, , 320.4, 4, 低区, 朝南北, 1, 1, 151373, 4850, 静安寺, 静安
四方新城, 1998, 109.01, 21, 高区, 朝西北, 1, 1, 102742, 1120, 静安寺, 静安
新丰小区, 1995, 46.43, 7, 低区, 朝南, 1, 1, 86151, 400, 江宁路, 静安
静安枫景苑, 2005, 249.45, 38, 高区, 朝南, 1, 1, 104229, 2600, 江宁路, 静安
静安晶华园, 2004, 107.84, 31, 中区, 朝南北, 1, 1, 106639, 1150, 江宁路, 静安
静安晶华园, 2005, 144.16, 33, 高区, 朝南北, 1, 1, 101970, 1470, 江宁路, 静安
江宁路906弄, 1995, 37.49, 7, 高区, 朝南, 1, 1, 90424, 339, 江宁路, 静安
银华苑(静安), 1999, 92.99, 28, 低区, 朝南, 1, 1, 94633, 880, 江宁路, 静安
贤居天下, 2004, 136.17, 11, 高区, 朝南, 1, 1, 113828, 1550, 江宁路, 静安
又一村(静安), 1987, 86.35, 6, 高区, 朝南北, 1, 1, 80949, 699, 江宁路, 静安
静安凤凰苑, , 73.03, 26, 低区, , 1, 1, 120498, 880, 江宁路, 静安
曼克顿豪庭, 2002, 61.93, 32, 低区, 朝南, 0, 1, 122719, 760, 江宁路, 静安
天鼎花园, 2001, 128.21, 8, 中区, 朝南北, 0, 1, 89696, 1150, 江宁路, 静安
又一村(静安), 1987, 64.39, 7, 高区, 朝东南, 0, 1, 93182, 600, 江宁路, 静安
向新新村, 1989, 63.3, 6, 低区, 朝南北, 0, 1, 99526, 630, 江宁路, 静安
大闻丽都苑, 2001, 174.65, 20, 高区, 朝南, 1, 1, 101918, 1780, 江宁路, 静安
又一村(静安), 1987, 61.18, 6, 低区, 朝南, 1, 1, 111147, 680, 江宁路, 静安
安西小区, 1996, 54.3, 7, 高区, , 1, 1, 77348, 420, 江宁路, 静安
海洪小区, 1997, 30.28, 7, 高区, 朝东, 1, 1, 85204, 258, 江宁路, 静安
江宁路906弄, 1995, 63.78, 7, 高区, 朝南, 1, 1, 84666, 540, 江宁路, 静安
君御豪庭, 2009, 113.7, 35, 低区, 朝南, 1, 1, 113456, 1290, 江宁路, 静安
又一村(静安), 1992, 36.8, 7, 中区, 朝西南, 0, 0, 125000, 460, 江宁路, 静安
东海园, 1999, 164.23, 11, 高区, , 0, 0, 109602, 1800, 江宁路, 静安
华通大厦, 1999, 174.41, 17, 低区, 朝东北, 0, 0, 68803, 1200, 江宁路, 静安
达安锦园, 2008, 139.12, 5, 中区, 朝南北, 1, 1, 107820, 1500, 江宁路, 静安
海洪小区, 1997, 45.55, 7, 中区, 朝南, 1, 1, 81229, 370, 江宁路, 静安
静安枫景苑, 2005, 132.84, 37, 高区, 朝南, 1, 1, 117434, 1560, 江宁路, 静安
东安公寓, 1996, 84.0, 33, 中区, 朝南, 1, 1, 86785, 729, 江宁路, 静安
康定大厦, 1997, 109.23, 21, 低区, 朝南北, 1, 1, 71408, 780, 江宁路, 静安
达安锦园, 2008, 107.74, 11, 中区, 朝南, 1, 1, 106738, 1150, 江宁路, 静安
静安豪景苑, , 115.7, 39, 低区, 朝南, 1, 1, 128781, 1490, 江宁路, 静安
康定大厦, 1997, 119.41, 21, 中区, 朝西南, 1, 1, 68670, 820, 江宁路, 静安
远中风华园(公寓), 2007, 159.16, 20, 低区, 朝南北, 1, 1, 125659, 2000, 南京西路, 静安
中凯城市之光(静安), 2003, 83.79, 34, 中区, 朝南北, 1, 1, 101444, 850, 南京西路, 静安
武泰公寓, 2000, 122.1, 24, 低区, 朝南北, 1, 1, 81900, 1000, 南京西路, 静安
中凯城市之光(静安), 2003, 79.47, 34, 中区, 朝南北, 1, 1, 99408, 790, 南京西路, 静安
远中风华园(公寓), 2011, 143.05, 12, 低区, 朝南北, 1, 1, 124432, 1780, 南京西路, 静安
振安广场, 1996, 157.88, 23, 中区, 朝南北, 1, 1, 69673, 1100, 南京西路, 静安
海关二村, 1986, 53.05, 6, 高区, 朝南北, 1, 1, 98020, 520, 南京西路, 静安
光明小区, 1985, 38.69, 5, 高区, 朝南北, 1, 1, 90462, 350, 南京西路, 静安
云海苑, 2003, 196.2, 28, 中区, , 1, 1, 142711, 2800, 南京西路, 静安
南阳小区, 1990, 69.1, 25, 高区, 朝西南, 1, 1, 95079, 657, 南京西路, 静安
新福康里(公寓), 2000, 114.86, 28, 低区, 朝南, 1, 1, 95768, 1100, 南京西路, 静安
香樟花园, 1998, 123.33, 27, 低区, 朝南, 1, 1, 97299, 1200, 南京西路, 静安
光明小区, 1985, 51.67, 6, 低区, 朝南北, 1, 1, 88058, 455, 南京西路, 静安
振安广场, 1996, 165.37, 23, 低区, , 1, 1, 76192, 1260, 南京西路, 静安
爱文坊, 1997, 30.58, 4, 中区, 朝南, 0, 1, 132439, 405, 南京西路, 静安
大华公寓(静安), 1924, 33.0, 7, 高区, 朝南, 0, 1, 136363, 450, 南京西路, 静安
康乐大楼(静安), 1985, 44.64, 16, 中区, 朝东西, 0, 1, 96326, 430, 南京西路, 静安
上海壹街区, 2003, 109.11, 34, 中区, 朝南北, 1, 1, 100815, 1100, 南京西路, 静安
恒发公寓, 1994, 179.73, 7, 中区, 朝南, 1, 1, 64541, 1160, 南京西路, 静安
华业小区, 1993, 73.3, 7, 高区, 朝南, 1, 1, 104911, 769, 南京西路, 静安
奉贤路137号, , 69.84, 5, 低区, 朝南, 1, 1, 113115, 790, 南京西路, 静安
南阳小区, 1990, 68.8, 25, 中区, 朝东, 1, 1, 94476, 650, 南京西路, 静安
润康邨, , 20.1, 4, 低区, 朝西, 0, 0, 119402, 240, 南京西路, 静安
中凯城市之光(静安), 2004, 160.95, 32, 中区, 朝南北, 1, 1, 124262, 2000, 南京西路, 静安
静安四季苑, 2007, 154.44, 27, 中区, 朝南北, 1, 1, 120435, 1860, 南京西路, 静安
新福康里(公寓), 2000, 76.97, 28, 低区, 朝南, 1, 1, 95491, 735, 南京西路, 静安
达安城, 1998, 128.2, 28, 中区, 朝东南, 1, 1, 93603, 1200, 南京西路, 静安
国际丽都城, 2003, 98.16, 34, 高区, , 1, 1, 127343, 1250, 南京西路, 静安
中凯城市之光(静安), 2004, 119.02, 29, 中区, 朝南, 1, 1, 123508, 1470, 南京西路, 静安
上海壹街区, 2003, 98.42, 28, 低区, 朝南, 1, 1, 101605, 1000, 南京西路, 静安
镇宁路465弄, 1987, 46.88, 6, 中区, 朝南, 1, 1, 86390, 405, 镇宁路, 静安
丁香大楼, 1992, 79.0, 18, 低区, 朝南北, 1, 1, 105063, 830, 镇宁路, 静安
东浜小区, 1997, 44.22, 6, 中区, 朝南, 1, 1, 81411, 360, 镇宁路, 静安
华敏世纪广场, 2001, 137.49, 18, 低区, 朝南, 1, 1, 74187, 1020, 镇宁路, 静安
华敏世纪广场, 2001, 151.53, 21, 高区, 朝南, 1, 1, 93710, 1420, 镇宁路, 静安
华山花苑, 1995, 54.81, 24, 中区, 朝东南, 1, 1, 105820, 580, 镇宁路, 静安
华敏世纪广场, 2001, 138.72, 26, 中区, 朝南北, 1, 1, 76412, 1060, 镇宁路, 静安
镇宁路465弄, 1993, 35.11, 7, 高区, 朝东南, 1, 1, 89718, 315, 镇宁路, 静安
镇宁路465弄, 1987, 56.17, 6, 高区, , 1, 1, 90795, 510, 镇宁路, 静安
华山花园, 1995, 142.39, 27, 高区, 朝西, 1, 1, 87787, 1250, 镇宁路, 静安
镇宁路465弄, 1987, 52.52, 6, 低区, 朝南北, 1, 1, 82825, 435, 镇宁路, 静安
华敏世纪广场, 2001, 95.76, 17, 中区, 朝南, 1, 1, 79365, 760, 镇宁路, 静安
金凤大厦, 1996, 94.49, 24, 高区, 朝东北, 1, 1, 77256, 730, 镇宁路, 静安
申亚瑞庭, 2010, 115.76, 6, 中区, 朝南北, 1, 1, 95024, 1100, 镇宁路, 静安
镇宁路545弄, 1990, 96.5, 6, 中区, 朝南北, 1, 1, 80829, 780, 镇宁路, 静安
尚泰里, 1997, 92.43, 28, 低区, , 0, 1, 108189, 1000, 镇宁路, 静安
镇宁路465弄, 1987, 32.81, 6, 高区, 朝南, 0, 0, 80768, 265, 镇宁路, 静安
镇宁路465弄, 1989, 57.79, 7, 中区, , 1, 1, 77002, 445, 镇宁路, 静安
东方剑桥, 2001, 240.99, 36, 高区, 朝南北, 1, 1, 97514, 2350, 镇宁路, 静安
淮海别墅, 1939, 189.0, 地上3层, 地上3层, (进门) 南北, 1, 1, 164021, 3100, 镇宁路, 静安
总统公寓, 1993, 100.66, 8, 中区, 朝西, 1, 1, 117226, 1180, 镇宁路, 静安
华敏世纪广场, 2001, 138.72, 26, 中区, 朝南北, 1, 1, 74971, 1040, 镇宁路, 静安
东方剑桥, 2001, 106.79, 36, 中区, 朝南, 1, 1, 98323, 1050, 镇宁路, 静安
镇宁路465弄, 1987, 46.88, 6, 中区, 朝南, 1, 1, 88523, 415, 镇宁路, 静安
丁香公寓, 1998, 79.8, 6, 低区, 朝南, 0, 1, 112781, 900, 镇宁路, 静安
镇宁路465弄, 1993, 49.26, 7, 中区, 朝东南, 0, 0, 87291, 430, 镇宁路, 静安
畅园, 2004, 175.03, 38, 高区, 朝南, 1, 1, 101696, 1780, 镇宁路, 静安
延安西路489弄, 1990, 41.4, 6, 高区, , 1, 1, 95410, 395, 镇宁路, 静安
镇宁路465弄, 1992, 59.96, 13, 低区, 朝南, 1, 1, 95063, 570, 镇宁路, 静安
嘉里华庭, 2002, 146.54, 38, 低区, 朝东南, 1, 1, 102361, 1500, 镇宁路, 静安
金谷苑, 1994, 42.98, 19, 低区, 朝南, 1, 1, 68869, 296, 中山公园, 静安
科宁公寓, 1991, 43.71, 24, 中区, 朝西南, 1, 1, 75497, 330, 中山公园, 静安
民心小区, 1993, 31.92, 6, 低区, , 1, 1, 77694, 248, 中山公园, 静安
虹桥新城, 2000, 107.47, 11, 中区, 朝南北, 1, 1, 80859, 869, 中山公园, 静安
武夷花园, 2002, 136.83, 12, 中区, 朝南北, 1, 1, 89892, 1230, 中山公园, 静安
利西路277号, 1981, 49.88, 6, 低区, 朝南, 1, 1, 75180, 375, 中山公园, 静安
上海花城, 2001, 129.91, 18, 低区, 朝南, 1, 1, 75436, 980, 中山公园, 静安
仲信苑, 1999, 64.25, 6, 高区, 朝南北, 1, 1, 105836, 680, 中山公园, 静安
民心小区, 1993, 31.28, 6, 低区, 朝东南, 1, 1, 86317, 270, 中山公园, 静安
万航小区, 1995, 62.54, 25, 中区, 朝西南, 1, 1, 71953, 450, 中山公园, 静安
南辉小区, 1995, 57.55, 7, 中区, 朝南北, 1, 1, 92962, 535, 中山公园, 静安
云雾山路9弄, 1987, 48.6, 6, 高区, 朝南, 1, 1, 68930, 335, 中山公园, 静安
长源小区, 1995, 48.8, 6, 高区, 朝南北, 1, 1, 76434, 373, 中山公园, 静安
华苑小区, 1980, 31.0, 5, 低区, 朝南, 1, 1, 74193, 230, 中山公园, 静安
长宁路1488弄, 1990, 57.94, 6, 低区, 朝南北, 1, 1, 53503, 310, 中山公园, 静安
万航小区, 1995, 50.34, 25, 低区, 朝南, 1, 1, 63567, 320, 中山公园, 静安
安化路413号, 1990, 35.21, 7, 高区, 朝南, 1, 1, 75262, 265, 中山公园, 静安
天山路1726弄, 1988, 56.74, 6, 中区, 朝南北, 1, 1, 70497, 400, 中山公园, 静安
天山二村, 1991, 58.94, 5, 中区, 朝南北, 1, 1, 82287, 485, 中山公园, 静安
虹桥河滨花园, 2004, 165.25, 28, 低区, 朝南北, 1, 1, 81694, 1350, 中山公园, 静安
悦达花苑, 1999, 110.88, 9, 高区, 朝南北, 1, 1, 81168, 900, 中山公园, 静安
宣化路227号, 1990, 68.53, 7, 高区, 朝南, 1, 1, 83175, 570, 中山公园, 静安
安化路111弄, 1989, 72.37, 7, 中区, 朝南北, 1, 1, 75998, 550, 中山公园, 静安
天山三村, 1957, 28.31, 4, 中区, 朝南, 1, 1, 67114, 190, 中山公园, 静安
盛业公寓, 1999, 152.17, 19, 低区, , 1, 1, 78859, 1200, 中山公园, 静安
万航渡路2502号, , 35.65, 6, 低区, 朝南, 1, 1, 61711, 220, 中山公园, 静安
长宁路234弄, 1987, 51.61, 6, 高区, 朝南, 1, 1, 67816, 350, 中山公园, 静安
华秀小区, 1994, 40.43, 6, 中区, 朝南, 1, 1, 76675, 310, 中山公园, 静安
华苑小区, 1984, 40.0, 6, 低区, 朝南, 1, 1, 74500, 298, 中山公园, 静安
绿地海怡公寓, 2004, 59.3, 30, 高区, 朝南, 1, 1, 80944, 480, 中山公园, 静安
中海万锦城(一期), 2010, 90.07, 28, 高区, 朝南, 1, 1, 94926, 855, 不夜城, 闸北
越秀苑, 2000, 124.55, 27, 低区, 朝南北, 1, 1, 64231, 800, 不夜城, 闸北
安源小区, 1997, 93.89, 21, 中区, 朝南北, 1, 1, 73490, 690, 不夜城, 闸北
苏家巷小区, 1986, 34.37, 6, 中区, 朝南, 1, 1, 71283, 245, 不夜城, 闸北
协诚中心大厦, , 134.93, 26, 低区, 朝西北, 1, 1, 48914, 660, 不夜城, 闸北
汉中小区, 1997, 42.44, 22, 中区, 朝东南, 1, 1, 79641, 338, 不夜城, 闸北
沪太家具大厦, 1999, 68.59, 28, 低区, 朝西北, 1, 1, 59775, 410, 不夜城, 闸北
协诚中心大厦, , 111.39, 26, 中区, 朝东, 1, 1, 61046, 680, 不夜城, 闸北
合兴小区, 1993, 53.79, 20, 中区, 朝西北, 1, 1, 70645, 380, 不夜城, 闸北
中兴财富国际公寓, 2005, 79.72, 34, 中区, 朝南, 1, 1, 76517, 610, 不夜城, 闸北
天道俪晶国际公寓, , 52.96, 31, 高区, 朝西南, 1, 1, 70808, 375, 不夜城, 闸北
天道俪晶国际公寓, , 45.62, 31, 中区, 朝北, 1, 1, 59184, 270, 不夜城, 闸北
